403	1	402	18301	0
403	2	402	18301	0
402	0	403	18301	0
613	2	612	18305	0
612	0	613	18305	0
613	1	612	18305	0
955	2	954	18309	0
955	1	954	18309	0
954	0	955	18309	0
314	0	315	18309	0
315	1	314	18309	0
315	2	314	18309	0
266	0	267	18310	0
267	2	266	18310	0
267	1	266	18310	0
743	2	742	18311	0
743	1	742	18311	0
742	0	743	18311	0
823	1	822	18312	0
823	2	822	18312	0
866	0	867	18312	0
867	1	866	18312	0
381	2	380	18312	0
381	1	380	18312	0
380	0	381	18312	0
0	0	1	18312	0
822	0	823	18312	0
1	1	0	18312	0
1	2	0	18312	0
349	1	348	18312	0
349	2	348	18312	0
348	0	349	18312	0
867	2	866	18312	0
682	0	683	18313	0
683	1	682	18313	0
683	2	682	18313	0
912	0	913	18313	0
807	1	806	18313	0
807	2	806	18313	0
913	1	912	18313	0
913	2	912	18313	0
806	0	807	18313	0
184	0	185	18314	0
185	1	184	18314	0
185	2	184	18314	0
883	1	882	18315	0
882	0	883	18315	0
883	2	882	18315	0
670	0	671	18315	0
797	2	796	18315	0
771	2	770	18315	0
671	1	670	18315	0
671	2	670	18315	0
797	1	796	18315	0
771	1	770	18315	0
770	0	771	18315	0
796	0	797	18315	0
630	0	631	18316	0
892	0	893	18316	0
515	2	514	18316	0
893	1	892	18316	0
515	1	514	18316	0
121	1	120	18316	0
121	2	120	18316	0
631	2	630	18316	0
120	0	121	18316	0
902	0	903	18316	0
903	1	902	18316	0
903	2	902	18316	0
514	0	515	18316	0
631	1	630	18316	0
893	2	892	18316	0
237	2	236	18316	0
237	1	236	18316	0
236	0	237	18316	0
345	1	344	18317	0
910	0	911	18317	0
911	1	910	18317	0
911	2	910	18317	0
864	0	865	18317	0
345	2	344	18317	0
753	2	752	18317	0
865	1	864	18317	0
865	2	864	18317	0
752	0	753	18317	0
753	1	752	18317	0
344	0	345	18317	0
203	2	202	18318	0
383	2	382	18318	0
203	1	202	18318	0
202	0	203	18318	0
383	1	382	18318	0
733	2	732	18318	0
382	0	383	18318	0
227	2	226	18318	0
732	0	733	18318	0
227	1	226	18318	0
226	0	227	18318	0
733	1	732	18318	0
186	0	187	18318	0
187	1	186	18318	0
187	2	186	18318	0
10	0	11	18319	0
11	2	10	18319	0
536	0	537	18319	0
537	1	536	18319	0
3	2	2	18319	0
599	1	598	18319	0
537	2	536	18319	0
3	1	2	18319	0
599	2	598	18319	0
2	0	3	18319	0
11	1	10	18319	0
598	0	599	18319	0
406	0	407	18319	0
635	2	634	18319	0
407	1	406	18319	0
407	2	406	18319	0
634	0	635	18319	0
633	2	632	18319	0
660	0	661	18319	0
661	1	660	18319	0
661	2	660	18319	0
663	1	662	18319	0
663	2	662	18319	0
633	1	632	18319	0
632	0	633	18319	0
662	0	663	18319	0
621	1	620	18319	0
859	2	858	18319	0
859	1	858	18319	0
621	2	620	18319	0
858	0	859	18319	0
679	2	678	18319	0
679	1	678	18319	0
635	1	634	18319	0
678	0	679	18319	0
620	0	621	18319	0
833	1	832	18320	0
833	2	832	18320	0
215	2	214	18320	0
832	0	833	18320	0
214	0	215	18320	0
589	2	588	18320	0
589	1	588	18320	0
588	0	589	18320	0
215	1	214	18320	0
746	0	747	18320	0
747	2	746	18320	0
747	1	746	18320	0
895	1	894	18320	0
894	0	895	18320	0
526	0	527	18320	0
527	1	526	18320	0
17	2	16	18320	0
384	0	385	18320	0
17	1	16	18320	0
16	0	17	18320	0
527	2	526	18320	0
895	2	894	18320	0
385	1	384	18320	0
385	2	384	18320	0
698	0	699	18321	0
264	0	265	18321	0
431	1	430	18321	0
265	1	264	18321	0
265	2	264	18321	0
431	2	430	18321	0
29	2	28	18321	0
29	1	28	18321	0
699	1	698	18321	0
699	2	698	18321	0
46	0	47	18321	0
430	0	431	18321	0
28	0	29	18321	0
47	1	46	18321	0
9	2	8	18321	0
9	1	8	18321	0
47	2	46	18321	0
8	0	9	18321	0
398	0	399	18321	0
399	1	398	18321	0
399	2	398	18321	0
952	0	953	18322	0
400	0	401	18322	0
389	2	388	18322	0
389	1	388	18322	0
388	0	389	18322	0
401	1	400	18322	0
401	2	400	18322	0
953	2	952	18322	0
451	2	450	18322	0
451	1	450	18322	0
953	1	952	18322	0
205	2	204	18322	0
549	1	548	18322	0
890	0	891	18322	0
891	1	890	18322	0
891	2	890	18322	0
450	0	451	18322	0
548	0	549	18322	0
205	1	204	18322	0
204	0	205	18322	0
549	2	548	18322	0
51	1	50	18323	0
446	0	447	18323	0
447	2	446	18323	0
51	2	50	18323	0
54	0	55	18323	0
55	1	54	18323	0
50	0	51	18323	0
447	1	446	18323	0
684	0	685	18323	0
306	0	307	18323	0
640	0	641	18323	0
641	1	640	18323	0
641	2	640	18323	0
497	2	496	18323	0
497	1	496	18323	0
496	0	497	18323	0
685	2	684	18323	0
489	2	488	18323	0
489	1	488	18323	0
488	0	489	18323	0
685	1	684	18323	0
307	2	306	18323	0
307	1	306	18323	0
873	1	872	18323	0
873	2	872	18323	0
879	2	878	18323	0
92	0	93	18323	0
879	1	878	18323	0
878	0	879	18323	0
127	2	126	18323	0
93	1	92	18323	0
505	2	504	18323	0
505	1	504	18323	0
504	0	505	18323	0
127	1	126	18323	0
93	2	92	18323	0
55	2	54	18323	0
126	0	127	18323	0
872	0	873	18323	0
464	0	465	18324	0
780	0	781	18324	0
781	1	780	18324	0
465	1	464	18324	0
781	2	780	18324	0
473	2	472	18324	0
473	1	472	18324	0
27	2	26	18324	0
469	2	468	18324	0
469	1	468	18324	0
468	0	469	18324	0
465	2	464	18324	0
199	2	198	18324	0
199	1	198	18324	0
198	0	199	18324	0
27	1	26	18324	0
472	0	473	18324	0
26	0	27	18324	0
311	1	310	18324	0
824	0	825	18324	0
636	0	637	18324	0
637	1	636	18324	0
825	1	824	18324	0
587	2	586	18324	0
825	2	824	18324	0
310	0	311	18324	0
7	2	6	18324	0
637	2	636	18324	0
603	2	602	18324	0
603	1	602	18324	0
6	0	7	18324	0
602	0	603	18324	0
587	1	586	18324	0
586	0	587	18324	0
7	1	6	18324	0
311	2	310	18324	0
760	0	761	18325	0
23	2	22	18325	0
724	0	725	18325	0
761	1	760	18325	0
23	1	22	18325	0
22	0	23	18325	0
601	1	600	18325	0
725	1	724	18325	0
605	2	604	18325	0
605	1	604	18325	0
604	0	605	18325	0
495	2	494	18325	0
761	2	760	18325	0
600	0	601	18325	0
601	2	600	18325	0
725	2	724	18325	0
494	0	495	18325	0
495	1	494	18325	0
579	2	578	18326	0
875	1	874	18326	0
712	0	713	18326	0
13	2	12	18326	0
12	0	13	18326	0
875	2	874	18326	0
713	2	712	18326	0
720	0	721	18326	0
721	1	720	18326	0
721	2	720	18326	0
591	1	590	18326	0
590	0	591	18326	0
713	1	712	18326	0
13	1	12	18326	0
949	2	948	18326	0
87	2	86	18326	0
949	1	948	18326	0
948	0	949	18326	0
154	0	155	18326	0
155	1	154	18326	0
155	2	154	18326	0
579	1	578	18326	0
874	0	875	18326	0
915	2	914	18326	0
180	0	181	18326	0
181	1	180	18326	0
181	2	180	18326	0
578	0	579	18326	0
87	1	86	18326	0
915	1	914	18326	0
86	0	87	18326	0
914	0	915	18326	0
374	0	375	18326	0
375	1	374	18326	0
591	2	590	18326	0
375	2	374	18326	0
485	1	484	18327	0
627	2	626	18327	0
627	1	626	18327	0
626	0	627	18327	0
305	2	304	18327	0
305	1	304	18327	0
304	0	305	18327	0
654	0	655	18327	0
522	0	523	18327	0
523	1	522	18327	0
441	2	440	18327	0
441	1	440	18327	0
440	0	441	18327	0
523	2	522	18327	0
655	2	654	18327	0
449	2	448	18327	0
484	0	485	18327	0
485	2	484	18327	0
655	1	654	18327	0
449	1	448	18327	0
123	1	122	18327	0
123	2	122	18327	0
897	2	896	18327	0
897	1	896	18327	0
821	1	820	18327	0
820	0	821	18327	0
821	2	820	18327	0
448	0	449	18327	0
122	0	123	18327	0
896	0	897	18327	0
687	2	686	18328	0
668	0	669	18328	0
146	0	147	18328	0
593	2	592	18328	0
329	2	328	18328	0
329	1	328	18328	0
