0	0	1	18369	0
1	1	0	18369	0
1	2	0	18369	0
2	0	3	18371	0
3	1	2	18371	0
3	2	2	18371	0
4	0	5	18368	0
5	1	4	18368	0
5	2	4	18368	0
6	0	7	18371	0
7	1	6	18371	0
7	2	6	18371	0
8	0	9	18368	0
9	1	8	18368	0
9	2	8	18368	0
10	0	11	18379	0
11	1	10	18379	0
11	2	10	18379	0
12	0	13	18357	0
13	1	12	18357	0
13	2	12	18357	0
14	0	15	18357	0
15	1	14	18357	0
15	2	14	18357	0
16	0	17	18380	0
17	1	16	18380	0
17	2	16	18380	0
18	0	19	18379	0
19	1	18	18379	0
19	2	18	18379	0
20	0	21	18368	0
21	1	20	18368	0
21	2	20	18368	0
22	0	23	18368	0
23	1	22	18368	0
23	2	22	18368	0
24	0	25	18378	0
25	1	24	18378	0
25	2	24	18378	0
26	0	27	18350	0
27	1	26	18350	0
27	2	26	18350	0
28	0	29	18370	0
29	1	28	18370	0
29	2	28	18370	0
30	0	31	18357	0
31	1	30	18357	0
31	2	30	18357	0
32	0	33	18356	0
33	1	32	18356	0
33	2	32	18356	0
34	0	35	18378	0
35	1	34	18378	0
35	2	34	18378	0
36	0	37	18370	0
37	1	36	18370	0
37	2	36	18370	0
38	0	39	18356	0
39	1	38	18356	0
39	2	38	18356	0
40	0	41	18377	0
41	1	40	18377	0
41	2	40	18377	0
42	0	43	18351	0
43	1	42	18351	0
43	2	42	18351	0
44	0	45	18359	0
45	1	44	18359	0
45	2	44	18359	0
46	0	47	18361	0
47	1	46	18361	0
47	2	46	18361	0
48	0	49	18354	0
49	1	48	18354	0
49	2	48	18354	0
50	0	51	18361	0
51	1	50	18361	0
51	2	50	18361	0
52	0	53	18357	0
53	1	52	18357	0
53	2	52	18357	0
54	0	55	18379	0
55	1	54	18379	0
55	2	54	18379	0
56	0	57	18379	0
57	1	56	18379	0
57	2	56	18379	0
58	0	59	18351	0
59	1	58	18351	0
59	2	58	18351	0
60	0	61	18377	0
61	1	60	18377	0
61	2	60	18377	0
62	0	63	18358	0
63	1	62	18358	0
63	2	62	18358	0
64	0	65	18379	0
65	1	64	18379	0
65	2	64	18379	0
66	0	67	18377	0
67	1	66	18377	0
67	2	66	18377	0
68	0	69	18359	0
69	1	68	18359	0
69	2	68	18359	0
70	0	71	18360	0
71	1	70	18360	0
71	2	70	18360	0
72	0	73	18379	0
73	1	72	18379	0
73	2	72	18379	0
74	0	75	18356	0
75	1	74	18356	0
75	2	74	18356	0
76	0	77	18359	0
77	1	76	18359	0
77	2	76	18359	0
78	0	79	18352	0
79	1	78	18352	0
79	2	78	18352	0
80	0	81	18364	0
81	1	80	18364	0
81	2	80	18364	0
82	0	83	18370	0
83	1	82	18370	0
83	2	82	18370	0
84	0	85	18369	0
85	1	84	18369	0
85	2	84	18369	0
86	0	87	18380	0
87	1	86	18380	0
87	2	86	18380	0
88	0	89	18348	0
89	1	88	18348	0
89	2	88	18348	0
90	0	91	18356	0
91	1	90	18356	0
91	2	90	18356	0
92	0	93	18378	0
93	1	92	18378	0
93	2	92	18378	0
94	0	95	18369	0
95	1	94	18369	0
95	2	94	18369	0
96	0	97	18371	0
97	1	96	18371	0
97	2	96	18371	0
98	0	99	18368	0
99	1	98	18368	0
99	2	98	18368	0
100	0	101	18379	0
101	1	100	18379	0
101	2	100	18379	0
102	0	103	18373	0
103	1	102	18373	0
103	2	102	18373	0
104	0	105	18365	0
105	1	104	18365	0
105	2	104	18365	0
106	0	107	18373	0
107	1	106	18373	0
107	2	106	18373	0
108	0	109	18380	0
109	1	108	18380	0
109	2	108	18380	0
110	0	111	18359	0
111	1	110	18359	0
111	2	110	18359	0
112	0	113	18366	0
113	1	112	18366	0
113	2	112	18366	0
114	0	115	18357	0
115	1	114	18357	0
115	2	114	18357	0
116	0	117	18367	0
117	1	116	18367	0
117	2	116	18367	0
118	0	119	18365	0
119	1	118	18365	0
119	2	118	18365	0
120	0	121	18367	0
121	1	120	18367	0
121	2	120	18367	0
122	0	123	18373	0
123	1	122	18373	0
123	2	122	18373	0
124	0	125	18380	0
125	1	124	18380	0
125	2	124	18380	0
126	0	127	18368	0
127	1	126	18368	0
127	2	126	18368	0
128	0	129	18363	0
129	1	128	18363	0
129	2	128	18363	0
130	0	131	18373	0
131	1	130	18373	0
131	2	130	18373	0
132	0	133	18364	0
133	1	132	18364	0
133	2	132	18364	0
134	0	135	18356	0
135	1	134	18356	0
135	2	134	18356	0
136	0	137	18354	0
137	1	136	18354	0
137	2	136	18354	0
138	0	139	18356	0
139	1	138	18356	0
139	2	138	18356	0
140	0	141	18357	0
141	1	140	18357	0
141	2	140	18357	0
142	0	143	18365	0
143	1	142	18365	0
143	2	142	18365	0
144	0	145	18341	0
145	1	144	18341	0
