0	0	1	18356	0
1	1	0	18356	0
1	2	0	18356	0
2	0	3	18356	0
3	1	2	18356	0
3	2	2	18356	0
4	0	5	18356	0
5	1	4	18356	0
5	2	4	18356	0
6	0	7	18356	0
7	1	6	18356	0
7	2	6	18356	0
8	0	9	18351	0
9	1	8	18351	0
9	2	8	18351	0
10	0	11	18352	0
11	1	10	18352	0
11	2	10	18352	0
12	0	13	18354	0
13	1	12	18354	0
13	2	12	18354	0
14	0	15	18352	0
15	1	14	18352	0
15	2	14	18352	0
16	0	17	18357	0
17	1	16	18357	0
17	2	16	18357	0
18	0	19	18352	0
19	1	18	18352	0
19	2	18	18352	0
20	0	21	18359	0
21	1	20	18359	0
21	2	20	18359	0
22	0	23	18359	0
23	1	22	18359	0
23	2	22	18359	0
24	0	25	18353	0
25	1	24	18353	0
25	2	24	18353	0
26	0	27	18357	0
27	1	26	18357	0
27	2	26	18357	0
28	0	29	18355	0
29	1	28	18355	0
29	2	28	18355	0
30	0	31	18352	0
31	1	30	18352	0
31	2	30	18352	0
32	0	33	18351	0
33	1	32	18351	0
33	2	32	18351	0
34	0	35	18365	0
35	1	34	18365	0
35	2	34	18365	0
36	0	37	18360	0
37	1	36	18360	0
37	2	36	18360	0
38	0	39	18363	0
39	1	38	18363	0
39	2	38	18363	0
40	0	41	18351	0
41	1	40	18351	0
41	2	40	18351	0
42	0	43	18351	0
43	1	42	18351	0
43	2	42	18351	0
44	0	45	18357	0
45	1	44	18357	0
45	2	44	18357	0
46	0	47	18351	0
47	1	46	18351	0
47	2	46	18351	0
48	0	49	18353	0
49	1	48	18353	0
49	2	48	18353	0
50	0	51	18354	0
51	1	50	18354	0
51	2	50	18354	0
52	0	53	18357	0
53	1	52	18357	0
53	2	52	18357	0
54	0	55	18351	0
55	1	54	18351	0
55	2	54	18351	0
56	0	57	18356	0
57	1	56	18356	0
57	2	56	18356	0
58	0	59	18361	0
59	1	58	18361	0
59	2	58	18361	0
60	0	61	18358	0
61	1	60	18358	0
61	2	60	18358	0
62	0	63	18359	0
63	1	62	18359	0
63	2	62	18359	0
64	0	65	18352	0
65	1	64	18352	0
65	2	64	18352	0
66	0	67	18359	0
67	1	66	18359	0
67	2	66	18359	0
68	0	69	18363	0
69	1	68	18363	0
69	2	68	18363	0
70	0	71	18358	0
71	1	70	18358	0
71	2	70	18358	0
72	0	73	18358	0
73	1	72	18358	0
73	2	72	18358	0
74	0	75	18352	0
75	1	74	18352	0
75	2	74	18352	0
76	0	77	18356	0
77	1	76	18356	0
77	2	76	18356	0
78	0	79	18356	0
79	1	78	18356	0
79	2	78	18356	0
80	0	81	18366	0
81	1	80	18366	0
81	2	80	18366	0
82	0	83	18359	0
83	1	82	18359	0
83	2	82	18359	0
84	0	85	18351	0
85	1	84	18351	0
85	2	84	18351	0
86	0	87	18351	0
87	1	86	18351	0
87	2	86	18351	0
88	0	89	18365	0
89	1	88	18365	0
89	2	88	18365	0
90	0	91	18355	0
91	1	90	18355	0
91	2	90	18355	0
92	0	93	18355	0
93	1	92	18355	0
93	2	92	18355	0
94	0	95	18365	0
95	1	94	18365	0
95	2	94	18365	0
96	0	97	18357	0
97	1	96	18357	0
97	2	96	18357	0
98	0	99	18351	0
99	1	98	18351	0
99	2	98	18351	0
100	0	101	18353	0
101	1	100	18353	0
101	2	100	18353	0
102	0	103	18368	0
103	1	102	18368	0
103	2	102	18368	0
104	0	105	18366	0
105	1	104	18366	0
105	2	104	18366	0
106	0	107	18354	0
107	1	106	18354	0
107	2	106	18354	0
108	0	109	18353	0
109	1	108	18353	0
109	2	108	18353	0
